 D lon lat flux5 flux8 X Y Z MirX MirY MirZ TI objid r delta alpha aspect_deg D_model D_true model eta etafit chi2
97 1.0 7.238716627497679 -25.792759727542276 6083.0 33913.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 136.82964595554895 0.988 1 NEATM 0.99 1 0.0
98 1.0 298.4184105182507 -87.06086951693258 6016.0 33757.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 74.00979401735272 0.991 1 NEATM 1.0 1 0.0
99 1.0 1.6903714293169436 -56.65818145748689 5945.0 33445.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 105.79317664879002 0.989 1 NEATM 1.003 1 0.0
100 1.0 244.01395324664284 -17.773289855350427 6052.0 33775.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 46.551159978669595 0.987 1 NEATM 0.992 1 0.0
101 1.0 97.20287034917936 77.27245511448851 6053.0 33792.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 108.01365796880442 0.987 1 NEATM 0.992 1 0.0
102 1.0 264.66984796413414 -72.06931256017117 6051.0 33696.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 67.8918963369661 0.983 1 NEATM 0.988 1 0.0
103 1.0 346.38787624227774 80.15427602623433 6107.0 33990.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 115.2446521292638 0.987 1 NEATM 0.988 1 0.0
104 1.0 89.55113166718489 66.5079354983938 6045.0 33738.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 111.46889635347615 0.986 1 NEATM 0.992 1 0.0
105 1.0 207.4166403904213 -8.25076855664068 6111.0 34275.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 14.639251497179975 0.999 1 NEATM 1.0 1 0.0
106 1.0 213.13509525786205 -31.19384128171319 6010.0 33839.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 21.864081267898015 0.996 1 NEATM 1.005 1 0.0
107 1.0 206.0106860847144 -48.10605672976977 6079.0 33969.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 32.657841508996476 0.991 1 NEATM 0.994 1 0.0
108 1.0 80.30938775062259 20.603647165837387 5959.0 33392.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 118.53482042082008 0.985 1 NEATM 0.997 1 0.0
109 1.0 342.9896441461146 -84.04657353440899 6052.0 33897.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 78.377264590879 0.992 1 NEATM 0.997 1 0.0
110 1.0 160.96513630234583 -87.19090839957092 6088.0 33927.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 70.9972355813011 0.987 1 NEATM 0.99 1 0.0
111 1.0 304.707122089606 -12.816769950317196 6119.0 34167.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 104.41737713178014 0.993 1 NEATM 0.993 1 0.0
112 1.0 251.81253911430156 -77.74666668455036 6105.0 33977.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 66.90189776420944 0.987 1 NEATM 0.988 1 0.0
113 1.0 107.07730230784811 -44.65062211570328 5952.0 33663.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 77.0138340564843 0.997 1 NEATM 1.012 1 0.0
114 1.0 292.9672150928918 -50.19103523770491 6018.0 33878.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 82.11759073200959 0.996 1 NEATM 1.005 1 0.0
115 1.0 142.74206670491446 -44.425585129886656 6079.0 33916.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 51.807166266600866 0.988 1 NEATM 0.992 1 0.0
116 1.0 317.1971509600182 -66.4100583812536 6070.0 33926.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 86.57630898904402 0.99 1 NEATM 0.994 1 0.0
117 1.0 209.2582341489091 -87.83347987842222 6059.0 33953.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 71.21373432932477 0.993 1 NEATM 0.998 1 0.0
118 1.0 317.424730267747 -69.21282651502534 6059.0 33794.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 85.01468159755528 0.986 1 NEATM 0.991 1 0.0
119 1.0 249.3113724279957 21.32644671229461 6096.0 34091.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 65.29090683591693 0.993 1 NEATM 0.995 1 0.0
120 1.0 261.09154073507057 85.36611830724905 6056.0 33940.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 104.75219146935875 0.993 1 NEATM 0.998 1 0.0
121 1.0 180.4767774936128 88.26210028096091 6066.0 33889.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 105.00415753437714 0.989 1 NEATM 0.994 1 0.0
122 1.0 344.1901085003606 -16.37026283284891 5992.0 33483.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 135.0078817231645 0.983 1 NEATM 0.993 1 0.0
123 1.0 231.83647172266947 -60.66820331161104 6061.0 33820.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 51.20023891446342 0.987 1 NEATM 0.992 1 0.0
124 1.0 152.5878174809447 24.97711632597527 6045.0 34050.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 58.78058550676019 0.999 1 NEATM 1.006 1 0.0
125 1.0 218.30155708605275 -1.745037621227311 6111.0 34218.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 27.2420315572572 0.996 1 NEATM 0.997 1 0.0
126 1.0 6.909551391360069 88.09375991119765 6054.0 33705.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 108.57223067947592 0.983 1 NEATM 0.988 1 0.0
127 1.0 108.56693400283775 -78.24524271267956 6022.0 33647.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 72.97809929320402 0.986 1 NEATM 0.993 1 0.0
128 1.0 237.66247349736665 50.98219889648635 6101.0 34014.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 77.20636386749183 0.989 1 NEATM 0.991 1 0.0
129 1.0 104.42793859575988 -38.0882704803311 6061.0 33859.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 80.34983536225305 0.989 1 NEATM 0.993 1 0.0
130 1.0 222.48555443958296 -46.54464838621668 6123.0 34112.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 37.469232023974975 0.99 1 NEATM 0.99 1 0.0
131 1.0 154.35673234047582 29.250822875881667 6075.0 33994.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 60.499267097370144 0.992 1 NEATM 0.996 1 0.0
132 1.0 48.77066312008208 -45.70862670162639 6008.0 33650.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 110.57795552471578 0.988 1 NEATM 0.997 1 0.0
133 1.0 107.38163734417108 29.854641160653784 6102.0 34061.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 96.34797171782965 0.991 1 NEATM 0.993 1 0.0
134 1.0 205.18736785245537 3.11553309641198 6045.0 33823.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 22.145435583686893 0.99 1 NEATM 0.996 1 0.0
135 1.0 212.71419404934235 -13.663982081547132 6140.0 34221.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 17.21305512196213 0.992 1 NEATM 0.99 1 0.0
136 1.0 206.7570895858484 9.843805559055411 6004.0 33706.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 28.90769179871276 0.991 1 NEATM 1.001 1 0.0
137 1.0 235.1522951485681 -38.330726414466646 6165.0 34090.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 41.09132895695496 0.982 1 NEATM 0.978 1 0.1
138 1.0 234.757177200608 37.1834471291362 6066.0 33978.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 65.51689650045938 0.993 1 NEATM 0.998 1 0.0
139 1.0 155.31063675623062 -15.325763519958471 6031.0 33767.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 38.255671482927 0.99 1 NEATM 0.997 1 0.0
140 1.0 322.75677450638267 -25.101799112539396 6109.0 34057.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 114.05055740510696 0.99 1 NEATM 0.991 1 0.0
141 1.0 132.32227321724275 59.1582446200328 6220.0 34572.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 91.27506921238626 0.994 1 NEATM 0.987 1 0.0
142 1.0 156.91137309562566 76.4940441515746 6064.0 33948.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 95.93896136608899 0.992 1 NEATM 0.997 1 0.0
143 1.0 321.092407805642 -81.71868404028655 6118.0 33960.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 78.27908531855384 0.984 1 NEATM 0.984 1 0.0
144 1.0 290.22983605659084 -48.12714129064221 6021.0 33842.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 80.95692051692852 0.994 1 NEATM 1.003 1 0.0
145 1.0 253.39989007453187 -27.266513491338618 6081.0 33882.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 54.57915541681743 0.987 1 NEATM 0.989 1 0.0
146 1.0 36.0816794324284 56.693966286644525 6045.0 33827.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 136.9903448377993 0.99 1 NEATM 0.996 1 0.0
147 1.0 331.0137409480825 87.38845697579356 6044.0 33768.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 108.55111399026666 0.988 1 NEATM 0.993 1 0.0
148 1.0 257.1268678376801 84.41490684066332 6051.0 33754.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 104.00239978742671 0.986 1 NEATM 0.991 1 0.0
149 1.0 359.5849223644319 72.89070219898684 6114.0 33636.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 123.0856364111627 0.97 1 NEATM 0.97 1 0.1
150 1.0 53.80138967687775 -36.619872288474625 6052.0 33798.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 115.4127115401784 0.988 1 NEATM 0.993 1 0.0
151 1.0 312.52538065255715 88.56202381460534 6085.0 33931.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 107.34276675293829 0.988 1 NEATM 0.991 1 0.0
152 1.0 58.497456483494936 -45.10439260983878 6020.0 33707.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 106.75357443732 0.989 1 NEATM 0.997 1 0.0
153 1.0 221.6014431421839 -70.9368921211982 6122.0 34147.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 56.531361076427125 0.992 1 NEATM 0.991 1 0.0
154 1.0 44.57519382579895 81.17146998997094 6081.0 34004.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 114.31615935173585 0.992 1 NEATM 0.995 1 0.0
155 1.0 305.2829625560044 -47.98435401574267 6068.0 33936.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 90.422377162554 0.991 1 NEATM 0.995 1 0.0
156 1.0 290.63482514100383 34.15828771399508 6063.0 33874.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 103.70904272724688 0.989 1 NEATM 0.994 1 0.0
157 1.0 204.8762659012536 -79.49585538349405 6027.0 33749.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 62.971585868347226 0.989 1 NEATM 0.997 1 0.0
158 1.0 146.58598700135988 41.52763784294572 6003.0 33739.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 73.48748870891676 0.993 1 NEATM 1.002 1 0.0
159 1.0 24.900118363849696 68.70963822009114 6118.0 34094.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 127.61190093548984 0.99 1 NEATM 0.99 1 0.0
160 1.0 251.07435833204292 -40.96135881612675 6057.0 33798.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 53.594212865527204 0.987 1 NEATM 0.992 1 0.0
161 1.0 163.27536576410478 -21.76975870606286 6015.0 33590.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 30.46593275448659 0.984 1 NEATM 0.992 1 0.0
162 1.0 259.94001580932525 -22.6266870022351 6007.0 33654.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 60.85321136721566 0.988 1 NEATM 0.997 1 0.0
163 1.0 311.8976373343065 44.781886357223954 6031.0 33775.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 120.54823561847431 0.99 1 NEATM 0.997 1 0.0
164 1.0 351.1877418010389 -47.19469634297301 6107.0 34107.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 112.5909532993313 0.992 1 NEATM 0.993 1 0.0
165 1.0 308.08920326133995 -59.06644217142426 6065.0 33964.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 86.88372622340783 0.993 1 NEATM 0.997 1 0.0
166 1.0 4.21707030660071 -9.127503236207149 6056.0 33862.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 152.0130536961609 0.99 1 NEATM 0.995 1 0.0
167 1.0 129.592103212211 -35.19568667208249 6094.0 34013.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 60.69912287197425 0.99 1 NEATM 0.992 1 0.0
168 1.0 262.7966024726609 61.05404200655744 6070.0 33698.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 94.29809772579074 0.98 1 NEATM 0.984 1 0.0
169 1.0 61.78668381411859 -47.20647131718502 5965.0 33523.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 103.6576173529252 0.989 1 NEATM 1.002 1 0.0
170 1.0 187.57317823348657 0.4301023480670665 5960.0 33368.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 18.67500889498556 0.984 1 NEATM 0.996 1 0.0
171 1.0 19.561675802131305 79.66504794562746 5986.0 33791.0 0.7362631968424374 -0.3542824961102426 -0.1890174748526363 -0.1866216707160256 -0.0505256582067211 -0.0579529218019294 0 1 0.83865 0.20184 129.88632506801548 116.98806566329 0.998 1 NEATM 1.009 1 0.0
