 D lon lat flux5 flux8 X Y Z MirX MirY MirZ TI objid r delta alpha aspect_deg D_model D_true model eta etafit chi2
4938 1.0 234.757177200608 37.1834471291362 30314.0 252137.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 96.53951717337505 3.439 1 NEATM 1.362 1 0.0
4939 1.0 155.31063675623062 -15.325763519958471 1102.0 13833.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 158.99025712334733 1.18 1 NEATM 2.148 1 0.0
4940 1.0 322.75677450638267 -25.101799112539396 13780.0 85528.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 59.02157207165879 1.52 1 NEATM 0.917 1 0.0
4941 1.0 132.32227321724275 59.1582446200328 41839.0 275667.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 88.8529670754643 2.894 1 NEATM 1.009 1 0.0
4942 1.0 156.91137309562566 76.4940441515746 42918.0 313196.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 78.05274518117928 3.389 1 NEATM 1.153 1 0.0
4943 1.0 321.092407805642 -81.71868404028655 45558.0 335589.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 107.89540775468264 3.542 1 NEATM 1.169 1 0.0
4944 1.0 290.22983605659084 -48.12714129064221 42443.0 285503.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 93.28449099467733 2.999 1 NEATM 1.036 1 0.0
4945 1.0 253.39989007453187 -27.266513491338618 36069.0 296629.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 111.02642511325857 3.69 1 NEATM 1.344 1 0.0
4946 1.0 36.0816794324284 56.693966286644525 24910.0 220663.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 43.25992377481732 3.414 1 NEATM 1.473 1 0.0
4947 1.0 331.0137409480825 87.38845697579356 36954.0 301949.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 62.80523876596475 3.703 1 NEATM 1.334 1 0.0
4948 1.0 257.1268678376801 84.41490684066332 37494.0 304308.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 66.09669415688172 3.695 1 NEATM 1.323 1 0.0
4949 1.0 359.5849223644319 72.89070219898684 26570.0 234194.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 48.12849553568374 3.5 1 NEATM 1.464 1 0.0
4950 1.0 53.80138967687775 -36.619872288474625 36406.0 280332.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 82.51144683039666 3.374 1 NEATM 1.236 1 0.0
4951 1.0 312.52538065255715 88.56202381460534 37752.0 305951.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 64.12916967092175 3.7 1 NEATM 1.321 1 0.0
4952 1.0 58.497456483494936 -45.10439260983878 39027.0 300778.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 90.48083547501572 3.498 1 NEATM 1.238 1 0.0
4953 1.0 221.6014431421839 -70.9368921211982 33960.0 282444.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 126.98288187676286 3.64 1 NEATM 1.363 1 0.0
4954 1.0 44.57519382579895 81.17146998997094 36821.0 301173.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 59.62296562922341 3.701 1 NEATM 1.335 1 0.0
4955 1.0 305.2829625560044 -47.98435401574267 37974.0 243399.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 85.50226399739257 2.647 1 NEATM 0.971 1 0.0
4956 1.0 290.63482514100383 34.15828771399508 17831.0 160633.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 56.15428129747893 2.959 1 NEATM 1.502 1 0.0
4957 1.0 204.8762659012536 -79.49585538349405 36099.0 294990.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 123.82416091898712 3.66 1 NEATM 1.334 1 0.0
4958 1.0 146.58598700135988 41.52763784294572 25060.0 154090.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 108.51689597544552 2.026 1 NEATM 0.914 1 0.0
4959 1.0 24.900118363849696 68.70963822009114 27668.0 241471.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 47.336842947214265 3.52 1 NEATM 1.446 1 0.0
4960 1.0 251.07435833204292 -40.96135881612675 37241.0 303333.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 116.34113231680895 3.701 1 NEATM 1.329 1 0.0
4961 1.0 163.27536576410478 -21.76975870606286 860.0 12880.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 168.53891852862807 1.343 1 NEATM 2.622 1 0.0
4962 1.0 259.94001580932525 -22.6266870022351 37180.0 298420.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 103.87998556980166 3.622 1 NEATM 1.305 1 0.0
4963 1.0 311.8976373343065 44.781886357223954 11268.0 111522.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 40.21071850299879 2.691 1 NEATM 1.679 1 0.0
4964 1.0 351.1877418010389 -47.19469634297301 26892.0 171327.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 72.1101690287693 2.205 1 NEATM 0.959 1 0.0
4965 1.0 308.08920326133995 -59.06644217142426 43530.0 286232.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 92.4743791333232 2.943 1 NEATM 1.007 1 0.0
4966 1.0 4.21707030660071 -9.127503236207149 3332.0 30852.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 35.040415712624394 1.327 1 NEATM 1.521 1 0.0
4967 1.0 129.592103212211 -35.19568667208249 11391.0 103234.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 139.44632396698313 2.385 1 NEATM 1.509 1 0.0
4968 1.0 262.7966024726609 61.05404200655744 32450.0 276035.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 69.63116976860847 3.678 1 NEATM 1.403 1 0.0
4969 1.0 61.78668381411859 -47.20647131718502 39648.0 307334.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 93.55031405893182 3.553 1 NEATM 1.247 1 0.0
4970 1.0 187.57317823348657 0.4301023480670665 1891.0 22642.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 152.0977659314528 1.446 1 NEATM 2.06 1 0.0
4971 1.0 19.561675802131305 79.66504794562746 33526.0 281622.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 55.84658839133503 3.671 1 NEATM 1.381 1 0.0
4972 1.0 71.99874896270403 24.119585594038934 40013.0 315671.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 68.76131024610696 3.665 1 NEATM 1.276 1 0.0
4973 1.0 6.66784600582103 66.11209298324366 21957.0 200282.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 41.913873808062235 3.343 1 NEATM 1.526 1 0.0
4974 1.0 285.7311732086714 79.23774408385813 33821.0 284159.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 61.86733900807167 3.688 1 NEATM 1.381 1 0.0
4975 1.0 80.61288770173685 45.13767513954335 44516.0 334377.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 69.51573010470193 3.604 1 NEATM 1.2 1 0.0
4976 1.0 124.32660505088496 35.92351084045525 31878.999999999996 199085.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 102.50055099346302 2.335 1 NEATM 0.935 1 0.0
4977 1.0 334.1092656476127 84.23380198876086 34773.0 289652.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 59.82427750242525 3.692 1 NEATM 1.366 1 0.0
4978 1.0 253.5891846924718 88.99214213658229 38408.0 308922.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 65.38923570847548 3.693 1 NEATM 1.308 1 0.0
4979 1.0 11.462014631270826 -8.672097119443265 4890.0 44861.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 37.00834981987467 1.588 1 NEATM 1.516 1 0.0
4980 1.0 59.289896339248585 -77.2434399268425 42555.0 326708.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 108.75253546940532 3.633 1 NEATM 1.233 1 0.0
4981 1.0 223.73222453991488 -37.29707434070661 20451.0 188830.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 137.1815524122506 3.28 1 NEATM 1.547 1 0.0
4982 1.0 207.8022918975003 -62.57615297620852 25138.0 222268.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 136.48371395743814 3.42 1 NEATM 1.469 1 0.0
4983 1.0 85.64141569482311 -14.852452536717877 36919.0 289205.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 96.46983829249463 3.483 1 NEATM 1.264 1 0.0
4984 1.0 336.3170392529258 -66.36792087481392 43605.0 290883.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 92.32271823668391 3.006 1 NEATM 1.026 1 0.0
4985 1.0 221.02774414772256 18.741204723758756 19235.0 167003.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 117.7253492722888 2.913 1 NEATM 1.435 1 0.0
4986 1.0 192.827809088985 -21.094549351586267 2497.0 33999.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 163.45831667295468 2.0 1 NEATM 2.399 1 0.0
4987 1.0 212.3675914876455 71.1694591718778 38952.0 297823.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 80.58957325633028 3.456 1 NEATM 1.226 1 0.0
4988 1.0 262.8439306260371 84.20304092373033 37167.0 302792.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 65.56445886590448 3.698 1 NEATM 1.329 1 0.0
4989 1.0 112.30019837265668 8.43928230049599 25614.0 178642.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 110.23444308317063 2.456 1 NEATM 1.085 1 0.0
4990 1.0 143.35958239779308 -40.531757423832616 7901.999999999999 78941.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 149.10724002209423 2.284 1 NEATM 1.694 1 0.0
4991 1.0 75.54374963104397 16.601475377130626 40818.0 318533.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 74.48645735251702 3.641 1 NEATM 1.258 1 0.0
4992 1.0 67.02948211692102 71.41700848039378 39584.0 315484.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 60.75147176575317 3.7 1 NEATM 1.293 1 0.0
4993 1.0 339.9740603942161 -16.787997749565307 5444.0 36210.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 44.211345136584406 1.052 1 NEATM 0.984 1 0.0
4994 1.0 266.2382862177435 9.374089804554757 30946.0 258817.00000000003 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 85.2454704452286 3.504 1 NEATM 1.373 1 0.0
4995 1.0 176.56517110232414 -41.10250183089374 4685.0 56803.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 163.68337576680545 2.32 1 NEATM 2.116 1 0.0
4996 1.0 81.86926607039636 -8.020053098995149 38686.0 302461.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 90.26546870797078 3.555 1 NEATM 1.261 1 0.0
4997 1.0 91.56833343734148 -17.69156363167224 34279.0 267721.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 102.81673426207492 3.34 1 NEATM 1.258 1 0.0
4998 1.0 20.89049771659522 -45.28557628506522 29271.0 204856.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 73.87699267066809 2.639 1 NEATM 1.091 1 0.0
4999 1.0 156.3899852009235 1.0559490885555078 1617.0 14386.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 148.28996733506855 0.87 1 NEATM 1.4 1 0.1
5000 1.0 112.24651751787692 -34.13145132363395 21107.0 175133.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 125.16062641583761 2.858 1 NEATM 1.356 1 0.0
5001 1.0 250.6836559735654 -22.85372450146545 34274.0 287040.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 111.97597325730841 3.695 1 NEATM 1.375 1 0.0
5002 1.0 135.99066214529313 4.494679605767573 7878.0 57309.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 131.8452901371232 1.443 1 NEATM 1.129 1 0.0
5003 1.0 64.65732392146853 45.10710412721775 37436.0 302675.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 58.445966851175484 3.672 1 NEATM 1.317 1 0.0
5004 1.0 8.884342220879242 -29.968656157570443 14002.0 100528.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 56.31429047426123 1.891 1 NEATM 1.121 1 0.0
5005 1.0 24.20986732676949 76.34857799173744 32161.000000000004 272616.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 53.45613610956467 3.643 1 NEATM 1.397 1 0.0
5006 1.0 244.58139845948423 65.21733843046243 35790.0 293097.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 75.73280589404995 3.655 1 NEATM 1.337 1 0.0
5007 1.0 163.33086404017632 -81.23574672440486 35459.0 290283.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 123.37679957778111 3.636 1 NEATM 1.336 1 0.0
5008 1.0 193.16851599914 -44.3443456337719 8968.0 96427.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 155.6742975289205 2.702 1 NEATM 1.849 1 0.0
5009 1.0 322.80166549452315 -9.695607721343649 5890.0 42008.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 46.8587565224258 1.212 1 NEATM 1.091 1 0.0
5010 1.0 356.52202106281356 -71.16698002635466 44682.0 309586.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 95.99016780262785 3.214 1 NEATM 1.079 1 0.0
5011 1.0 78.08291438345061 -27.27432197397052 37922.0 301992.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 95.21393942561983 3.617 1 NEATM 1.292 1 0.0
5012 1.0 238.70815311603627 43.21755461118286 32298.0 268098.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 90.50097729529202 3.539 1 NEATM 1.359 1 0.0
5013 1.0 94.79605562537424 32.49260660570866 44228.0 309181.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 84.30029633738654 3.24 1 NEATM 1.092 1 0.0
5014 1.0 7.434359807662325 22.02919714188087 1933.0 26908.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 11.465322279901127 1.815 1 NEATM 2.45 1 0.0
5015 1.0 273.01631538101094 37.895112490022214 26969.0 234577.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 69.27541968050562 3.459 1 NEATM 1.44 1 0.0
5016 1.0 115.20617429608842 -53.113736347253685 24668.0 208942.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 127.39301930353615 3.187 1 NEATM 1.394 1 0.0
5017 1.0 138.04700190188328 -28.494339324348218 6149.0 60227.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 146.62749807035215 1.956 1 NEATM 1.648 1 0.0
5018 1.0 211.7941608792981 31.72364680994332 19703.0 161494.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 113.57846239628026 2.714 1 NEATM 1.335 1 0.0
5019 1.0 299.17744388502854 68.26225734563889 26610.0 234691.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 54.74331896443588 3.505 1 NEATM 1.465 1 0.0
5020 1.0 226.43346369281355 7.86204968905713 20043.0 178165.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 120.45706323387446 3.077 1 NEATM 1.478 1 0.0
5021 1.0 314.1542359610623 -39.11406282980341 27863.0 173232.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 74.60803994459393 2.17 1 NEATM 0.928 1 0.0
5022 1.0 98.47513253362888 -84.55765355892314 40174.0 317290.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 115.94285127897341 3.678 1 NEATM 1.278 1 0.0
5023 1.0 287.29686020852296 37.8606292153584 20153.0 180245.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 58.270122672185565 3.114 1 NEATM 1.489 1 0.0
5024 1.0 66.8289399501428 -88.58086136848073 41850.0 325342.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 114.36232294364605 3.665 1 NEATM 1.251 1 0.0
5025 1.0 343.0049965099 -22.9177674322208 8063.000000000001 51098.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 49.206939613634056 1.195 1 NEATM 0.931 1 0.0
5026 1.0 247.4957794996135 5.496698621300723 30831.0 265325.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 103.66126641722097 3.644 1 NEATM 1.422 1 0.0
5027 1.0 77.58276376088104 75.98006311809476 41161.0 322289.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 64.09894303309362 3.675 1 NEATM 1.264 1 0.0
5028 1.0 341.0534125760127 -73.89098189407798 45902.0 320134.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 99.1601992990401 3.289 1 NEATM 1.089 1 0.0
5029 1.0 263.1080904372568 -16.930382045708924 36349.0 290522.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 98.95105934500751 3.56 1 NEATM 1.298 1 0.0
5030 1.0 91.4189913342093 -85.6236240521716 40845.0 320733.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 115.2080833361552 3.677 1 NEATM 1.269 1 0.0
5031 1.0 76.79231185229351 -28.33002281851374 38115.0 303581.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 94.63865152262686 3.627 1 NEATM 1.292 1 0.0
5032 1.0 186.5522570150388 22.00159059116308 6688.0 56316.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 131.92295173952925 1.642 1 NEATM 1.366 1 0.0
5033 1.0 9.238578499631366 -39.767769318852295 21854.0 149003.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 65.88167228938563 2.191 1 NEATM 1.049 1 0.0
5034 1.0 74.68922715879938 -52.24500906198568 39084.0 309777.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 103.2650746640154 3.647 1 NEATM 1.284 1 0.0
5035 1.0 152.88676875054225 -69.17341800112314 25270.0 219421.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 133.68049398378778 3.34 1 NEATM 1.437 1 0.0
5036 1.0 134.7011929203212 13.88524392366152 12273.0 80270.0 -0.7916833634927023 0.3314723068166084 0.2124202149918522 0.1354751630414563 -0.0111155698168413 0.0628645493726037 500 3 0.88417 0.14976 137.47225140885493 124.62395193590314 1.547 1 NEATM 0.985 1 0.0
